5.0 32767.0 -14.0 32767.0 8.0 32767.0 1.0 -23928.0 -8.0 -32087.0 2.0 -32056.0 6.0 -32025.0 5.0 25293.0 -4.0 32767.0 -6.0 32767.0 10.0 32767.0 6.0 -23839.0 -4.0 -32092.0 9.0 -32061.0 -7.0 -32030.0 7.0 25231.0 -1.0 32767.0 13.0 32767.0 -7.0 32767.0 4.0 -23895.0 10.0 -32097.0 17.0 -32066.0 24.0 -32034.0 5.0 25243.0 5.0 32767.0 19.0 32767.0 10.0 32767.0 14.0 -23845.0 9.0 -32102.0 0.0 -32071.0 10.0 -32039.0 19.0 25178.0 -4.0 32767.0 9.0 32767.0 0.0 32767.0 12.0 -23696.0 3.0 -32107.0 6.0 -32075.0 -10.0 -32044.0 1.0 25175.0 16.0 32767.0 -1.0 32767.0 -7.0 32767.0 7.0 -23679.0 -5.0 -32112.0 10.0 -32080.0 3.0 -32049.0 12.0 25178.0 -4.0 32767.0 3.0 32767.0 1.0 32767.0 3.0 -23667.0 3.0 -32117.0 12.0 -32085.0 -6.0 -32054.0 1.0 25028.0 7.0 32767.0 2.0 32767.0 6.0 32767.0 11.0 -23652.0 11.0 -32121.0 0.0 -32090.0 10.0 -32059.0 4.0 25042.0 -5.0 32767.0 18.0 32767.0 -2.0 32767.0 5.0 -23674.0 17.0 -32126.0 9.0 -32095.0 8.0 -32063.0 -5.0 24980.0 -4.0 32767.0 2.0 32767.0 7.0 32767.0 -6.0 -23589.0 9.0 -32131.0 -6.0 -32099.0 -3.0 -32068.0 5.0 24949.0 0.0 32767.0 0.0 32767.0 -7.0 32767.0 -13.0 -23470.0 10.0 -32135.0 12.0 -32104.0 3.0 -32073.0 5.0 24935.0 7.0 32767.0 -4.0 32767.0 -8.0 32767.0 5.0 -23508.0 2.0 -32140.0 17.0 -32109.0 1.0 -32077.0 -11.0 24930.0 -7.0 32767.0 -2.0 32767.0 -5.0 32767.0 -8.0 -23575.0 4.0 -32145.0 -10.0 -32113.0 -10.0 -32082.0 -2.0 24853.0 -1.0 32767.0 -9.0 32767.0 -5.0 32767.0 3.0 -23535.0 9.0 -32149.0 -1.0 -32118.0 -9.0 -32086.0 -14.0 24810.0 5.0 32767.0 1.0 32767.0 -1.0 32767.0 -1.0 -23571.0 3.0 -32153.0 -9.0 -32122.0 10.0 -32091.0 7.0 24835.0 -15.0 32767.0 -13.0 32767.0 -16.0 32767.0 -8.0 -23556.0 -14.0 -32158.0 -10.0 -32126.0 0.0 -32095.0 5.0 24766.0
-9.0 32767.0 -6.0 32767.0 -7.0 32767.0 -20.0 -23576.0 -16.0 -32162.0 -12.0 -32131.0 10.0 -32099.0 -4.0 24755.0 -1.0 32767.0 -2.0 32767.0 -7.0 32767.0 6.0 -23636.0 9.0 -32166.0 4.0 -32135.0 6.0 -32104.0 6.0 24775.0 6.0 32767.0 -2.0 32767.0 -3.0 32767.0 -5.0 -23665.0 -1.0 -32170.0 5.0 -32139.0 1.0 -32108.0 -10.0 24656.0 -13.0 32767.0 0.0 32767.0 -4.0 32767.0 -1.0 -23735.0 -2.0 -32174.0 1.0 -32143.0 -3.0 -32112.0 -3.0 24656.0 2.0 32767.0 -4.0 32767.0 -4.0 32767.0 -9.0 -23838.0 -3.0 -32178.0 -9.0 -32147.0 -5.0 -32115.0 -15.0 24654.0 -4.0 32767.0 -2.0 32767.0 -4.0 32767.0 -5.0 -23837.0 11.0 -32182.0 5.0 -32150.0 -9.0 -32119.0 1.0 24543.0 -5.0 32767.0 -12.0 32767.0 7.0 32767.0 -1.0 -23866.0 3.0 -32185.0 -5.0 -32154.0 3.0 -32122.0 -11.0 24587.0 -2.0 32767.0 2.0 32767.0 -7.0 32767.0 -7.0 -23916.0 -4.0 -32189.0 -2.0 -32157.0 -15.0 -32126.0 -15.0 24600.0 -12.0 32767.0 -2.0 32767.0 -11.0 32767.0 -3.0 -23912.0 -9.0 -32192.0 -3.0 -32161.0 7.0 -32129.0 3.0 24456.0 2.0 32767.0 4.0 32767.0 5.0 32767.0 0.0 -23969.0 -1.0 -32196.0 -9.0 -32164.0 -4.0 -32133.0 -9.0 24424.0 -24.0 32767.0 -5.0 32767.0 -6.0 32767.0 -8.0 -24064.0 -11.0 -32199.0 -5.0 -32167.0 -4.0 -32136.0 -9.0 24360.0 1.0 32767.0 -8.0 32767.0 -5.0 32767.0 -5.0 -24015.0 1.0 -32202.0 10.0 -32170.0 -8.0 -32139.0 -8.0 24305.0 3.0 32767.0 -2.0 32767.0 -4.0 32767.0 10.0 -24084.0 2.0 -32205.0 3.0 -32173.0 3.0 -32142.0 2.0 24369.0 -1.0 32767.0 -3.0 32767.0 -11.0 32767.0 12.0 -24129.0 8.0 -32207.0 2.0 -32176.0 1.0 -32145.0 -1.0 24328.0 15.0 32767.0 11.0 32767.0 7.0 32767.0 13.0 -24129.0 15.0 -32210.0 14.0 -32179.0 4.0 -32147.0 3.0 24276.0 0.0 32767.0 5.0 32767.0 -2.0 32767.0 -7.0 -24205.0 2.0 -32213.0 -10.0 -32181.0 -3.0 -32150.0 -2.0 24339.0
-3.0 32767.0 -7.0 32767.0 5.0 32767.0 16.0 -24285.0 13.0 -32215.0 0.0 -32184.0 8.0 -32153.0 -1.0 24288.0 -11.0 32767.0 -10.0 32767.0 -13.0 32767.0 12.0 -24316.0 1.0 -32218.0 3.0 -32186.0 3.0 -32155.0 6.0 24295.0 -8.0 32767.0 -4.0 32767.0 5.0 32767.0 -7.0 -24436.0 0.0 -32220.0 -5.0 -32189.0 -20.0 -32157.0 -13.0 24365.0 -15.0 32767.0 -9.0 32767.0 -16.0 32767.0 -1.0 -24492.0 -5.0 -32222.0 -1.0 -32191.0 1.0 -32159.0 7.0 24398.0 -2.0 32767.0 -10.0 32767.0 1.0 32767.0 -10.0 -24470.0 13.0 -32225.0 7.0 -32193.0 -1.0 -32162.0 -10.0 24467.0 2.0 32767.0 1.0 32767.0 -6.0 32767.0 1.0 -24603.0 -8.0 -32227.0 6.0 -32195.0 4.0 -32164.0 -3.0 24470.0 -1.0 32767.0 -14.0 32767.0 -10.0 32767.0 12.0 -24679.0 6.0 -32229.0 0.0 -32197.0 -1.0 -32166.0 5.0 24468.0 -4.0 32767.0 6.0 32767.0 4.0 32767.0 4.0 -24697.0 -6.0 -32231.0 4.0 -32199.0 -6.0 -32168.0 8.0 24525.0 -2.0 32767.0 1.0 32767.0 8.0 32716.0 11.0 -24816.0 3.0 -32233.0 2.0 -32201.0 23.0 -32170.0 -2.0 24566.0 16.0 32767.0 2.0 32767.0 16.0 32679.0 0.0 -24828.0 15.0 -32235.0 21.0 -32203.0 -7.0 -32172.0 2.0 24558.0 -5.0 32767.0 7.0 32767.0 4.0 32683.0 12.0 -24846.0 4.0 -32236.0 -7.0 -32205.0 0.0 -32174.0 -8.0 24613.0 6.0 32767.0 0.0 32767.0 12.0 32606.0 13.0 -24916.0 15.0 -32238.0 5.0 -32207.0 15.0 -32175.0 9.0 24626.0 14.0 32767.0 4.0 32767.0 -5.0 32529.0 -1.0 -24954.0 -9.0 -32240.0 -7.0 -32208.0 8.0 -32177.0 -8.0 24528.0 -12.0 32767.0 -7.0 32767.0 0.0 32468.0 -16.0 -25003.0 0.0 -32241.0 2.0 -32210.0 11.0 -32178.0 1.0 24550.0 -18.0 32767.0 -5.0 32767.0 -5.0 32387.0 -3.0 -25095.0 -8.0 -32243.0 -10.0 -32211.0 -6.0 -32180.0 -18.0 24511.0 13.0 32767.0 -6.0 32767.0 -6.0 32310.0 1.0 -25102.0 -11.0 -32244.0 1.0 -32213.0 -8.0 -32181.0 4.0 24450.0
4.0 32767.0 -3.0 32767.0 -8.0 32291.0 -15.0 -25123.0 3.0 -32245.0 -16.0 -32214.0 -4.0 -32182.0 -10.0 24456.0 -2.0 32767.0 5.0 32767.0 -1.0 32175.0 -5.0 -25194.0 -7.0 -32246.0 -4.0 -32215.0 -4.0 -32183.0 -8.0 24359.0 -11.0 32767.0 1.0 32767.0 -18.0 32133.0 -11.0 -25197.0 -10.0 -32247.0 1.0 -32216.0 -6.0 -32184.0 -6.0 24212.0 1.0 32767.0 -6.0 32767.0 0.0 32079.0 0.0 -25262.0 -1.0 -32248.0 1.0 -32216.0 10.0 -32185.0 3.0 24160.0 1.0 32767.0 4.0 32767.0 4.0 31985.0 12.0 -25324.0 3.0 -32248.0 11.0 -32217.0 8.0 -32185.0 -3.0 24048.0 -1.0 32767.0 0.0 32767.0 -12.0 31930.0 -8.0 -25366.0 7.0 -32248.0 5.0 -32217.0 3.0 -32185.0 -7.0 23926.0 2.0 32767.0 11.0 32767.0 -9.0 31812.0 -7.0 -25477.0 4.0 -32248.0 -2.0 -32217.0 -5.0 -32185.0 6.0 24004.0 3.0 32767.0 10.0 32767.0 2.0 31675.0 -3.0 -25552.0 -9.0 -32248.0 -12.0 -32216.0 -10.0 -32185.0 -10.0 23864.0 -2.0 32767.0 -16.0 32767.0 -1.0 31577.0 -7.0 -25650.0 -4.0 -32247.0 8.0 -32216.0 0.0 -32185.0 3.0 23787.0 4.0 32767.0 4.0 32767.0 13.0 31460.0 11.0 -25804.0 7.0 -32247.0 -3.0 -32215.0 4.0 -32184.0 0.0 23728.0 -5.0 32767.0 4.0 32767.0 -4.0 31338.0 -5.0 -25862.0 -6.0 -32246.0 3.0 -32214.0 -7.0 -32183.0 1.0 23607.0 2.0 32767.0 -3.0 32767.0 -8.0 31285.0 6.0 -25867.0 -1.0 -32245.0 -8.0 -32213.0 -18.0 -32182.0 -10.0 23492.0 -14.0 32767.0 -8.0 32767.0 -4.0 31211.0 -5.0 -25950.0 -6.0 -32243.0 1.0 -32212.0 -4.0 -32180.0 -2.0 23475.0 -2.0 32767.0 -11.0 32767.0 -3.0 31135.0 -2.0 -25989.0 -2.0 -32242.0 -8.0 -32210.0 -4.0 -32179.0 -4.0 23342.0 -4.0 32767.0 2.0 32767.0 -2.0 31087.0 -1.0 -26022.0 4.0 -32240.0 6.0 -32208.0 -1.0 -32177.0 -7.0 23252.0 6.0 32767.0 -15.0 32767.0 0.0 30977.0 1.0 -26157.0 9.0 -32238.0 6.0 -32206.0 -14.0 -32175.0 -12.0 23209.0
-6.0 32767.0 -13.0 32767.0 -2.0 30833.0 0.0 -26252.0 9.0 -32236.0 8.0 -32204.0 6.0 -32173.0 -7.0 23112.0 5.0 32767.0 2.0 32767.0 -4.0 30766.0 -6.0 -26279.0 -6.0 -32233.0 8.0 -32202.0 -3.0 -32170.0 1.0 23083.0 -1.0 32767.0 -1.0 32767.0 -3.0 30661.0 11.0 -26429.0 21.0 -32231.0 16.0 -32199.0 -7.0 -32168.0 0.0 23159.0 2.0 32767.0 4.0 32767.0 4.0 30567.0 8.0 -26470.0 4.0 -32228.0 11.0 -32197.0 1.0 -32165.0 1.0 23050.0 8.0 32767.0 9.0 32767.0 11.0 30542.0 -1.0 -26450.0 6.0 -32225.0 8.0 -32194.0 -2.0 -32162.0 -9.0 22989.0 -8.0 32767.0 -8.0 32767.0 -9.0 30418.0 0.0 -26593.0 -8.0 -32222.0 4.0 -32191.0 6.0 -32159.0 -9.0 23017.0 -8.0 32767.0 -1.0 32767.0 -5.0 30310.0 -2.0 -26658.0 -10.0 -32219.0 -10.0 -32188.0 -10.0 -32156.0 3.0 22913.0 -1.0 32767.0 -3.0 32767.0 -3.0 30214.0 -3.0 -26691.0 12.0 -32216.0 1.0 -32185.0 11.0 -32153.0 11.0 22918.0 5.0 32767.0 12.0 32767.0 0.0 30119.0 11.0 -26789.0 6.0 -32213.0 7.0 -32181.0 8.0 -32150.0 -5.0 22905.0 2.0 32767.0 4.0 32767.0 13.0 30049.0 7.0 -26797.0 12.0 -32209.0 10.0 -32178.0 8.0 -32146.0 11.0 22879.0 6.0 32767.0 -4.0 32767.0 -2.0 29975.0 10.0 -26791.0 7.0 -32206.0 3.0 -32174.0 14.0 -32143.0 15.0 22912.0 0.0 32767.0 3.0 32767.0 7.0 29858.0 1.0 -26893.0 17.0 -32202.0 12.0 -32171.0 -2.0 -32139.0 1.0 22862.0 5.0 32767.0 6.0 32767.0 7.0 29752.0 3.0 -26932.0 17.0 -32198.0 9.0 -32167.0 16.0 -32136.0 7.0 22769.0 11.0 32767.0 18.0 32767.0 18.0 29671.0 10.0 -26970.0 15.0 -32194.0 9.0 -32163.0 5.0 -32132.0 8.0 22749.0 4.0 32767.0 8.0 32767.0 -1.0 29589.0 9.0 -27023.0 6.0 -32190.0 -7.0 -32159.0 -4.0 -32128.0 16.0 22713.0 10.0 32767.0 5.0 32767.0 4.0 29538.0 15.0 -27007.0 2.0 -32186.0 13.0 -32155.0 -1.0 -32124.0 1.0 22680.0
1.0 32767.0 9.0 32767.0 3.0 29471.0 6.0 -27081.0 6.0 -32182.0 7.0 -32151.0 2.0 -32120.0 14.0 22678.0 5.0 32767.0 0.0 32767.0 -10.0 29416.0 -16.0 -27109.0 2.0 -32178.0 10.0 -32147.0 -2.0 -32115.0 -13.0 22582.0 -5.0 32767.0 6.0 32767.0 -1.0 29349.0 6.0 -27120.0 4.0 -32174.0 4.0 -32142.0 5.0 -32111.0 -1.0 22478.0 -7.0 32767.0 -2.0 32767.0 -5.0 29279.0 1.0 -27232.0 -12.0 -32169.0 2.0 -32138.0 -1.0 -32107.0 -17.0 22489.0 -12.0 32767.0 -12.0 32767.0 3.0 29180.0 2.0 -27275.0 -10.0 -32165.0 -2.0 -32133.0 -3.0 -32102.0 -2.0 22365.0 -2.0 32767.0 8.0 32767.0 0.0 29138.0 -1.0 -27303.0 4.0 -32160.0 -5.0 -32129.0 5.0 -32097.0 -13.0 22348.0 -13.0 32767.0 -4.0 32767.0 -2.0 29111.0 11.0 -27347.0 5.0 -32155.0 -3.0 -32124.0 -14.0 -32092.0 3.0 22376.0 -8.0 32767.0 0.0 32767.0 11.0 28993.0 0.0 -27409.0 -1.0 -32150.0 10.0 -32119.0 4.0 -32087.0 6.0 22273.0 6.0 32767.0 -15.0 32767.0 5.0 28955.0 3.0 -27425.0 11.0 -32145.0 5.0 -32114.0 10.0 -32082.0 -16.0 22264.0 -3.0 32767.0 -17.0 32767.0 6.0 28870.0 5.0 -27552.0 13.0 -32140.0 -3.0 -32108.0 2.0 -32077.0 8.0 22240.0 6.0 32767.0 3.0 32767.0 4.0 28747.0 -1.0 -27599.0 0.0 -32134.0 4.0 -32103.0 -3.0 -32072.0 -4.0 22139.0 -16.0 32767.0 1.0 32767.0 9.0 28683.0 -11.0 -27651.0 -3.0 -32129.0 -2.0 -32098.0 -9.0 -32066.0 9.0 22141.0 9.0 32767.0 13.0 32767.0 5.0 28529.0 1.0 -27760.0 -11.0 -32123.0 10.0 -32092.0 0.0 -32061.0 7.0 22159.0 4.0 32767.0 6.0 32767.0 -3.0 28399.0 1.0 -27814.0 -1.0 -32118.0 -9.0 -32086.0 -4.0 -32055.0 8.0 22129.0 -12.0 32767.0 0.0 32767.0 12.0 28412.0 4.0 -27834.0 11.0 -32112.0 2.0 -32080.0 -8.0 -32049.0 -4.0 22071.0 -2.0 32767.0 -6.0 32767.0 7.0 28252.0 -1.0 -27959.0 3.0 -32106.0 -9.0 -32074.0 -6.0 -32043.0 -6.0 22005.0
-2.0 32767.0 -8.0 32767.0 7.0 28174.0 13.0 -27975.0 -1.0 -32100.0 -4.0 -32068.0 -9.0 -32037.0 -15.0 21974.0 -6.0 32767.0 -2.0 32767.0 -3.0 28155.0 3.0 -27999.0 14.0 -32093.0 6.0 -32062.0 2.0 -32031.0 -8.0 21967.0 -13.0 32767.0 -1.0 32767.0 -2.0 28078.0 5.0 -28046.0 6.0 -32087.0 -7.0 -32056.0 -4.0 -32025.0 9.0 21971.0 -3.0 32767.0 16.0 32767.0 5.0 28079.0 10.0 -28002.0 10.0 -32081.0 7.0 -32050.0 5.0 -32018.0 -1.0 21949.0 -3.0 32767.0 -8.0 32767.0 -8.0 28078.0 0.0 -28007.0 -8.0 -32075.0 6.0 -32044.0 -5.0 -32012.0 15.0 21951.0 -1.0 32767.0 7.0 32767.0 -8.0 27916.0 1.0 -28087.0 12.0 -32069.0 7.0 -32037.0 19.0 -32006.0 1.0 21904.0 14.0 32767.0 11.0 32767.0 4.0 27806.0 2.0 -28100.0 11.0 -32062.0 5.0 -32031.0 9.0 -32000.0 4.0 21906.0 1.0 32767.0 0.0 32767.0 5.0 27787.0 -2.0 -28137.0 -1.0 -32056.0 -2.0 -32025.0 -1.0 -31993.0 -6.0 21992.0 -15.0 32767.0 0.0 32767.0 -17.0 27743.0 -4.0 -28157.0 -10.0 -32050.0 0.0 -32018.0 -3.0 -31987.0 -7.0 22008.0 -16.0 32767.0 -7.0 32767.0 -11.0 27759.0 0.0 -28086.0 1.0 -32043.0 -3.0 -32012.0 -6.0 -31981.0 -7.0 21960.0 1.0 32767.0 -8.0 32767.0 -12.0 27846.0 -11.0 -28044.0 8.0 -32037.0 -3.0 -32006.0 -3.0 -31975.0 -5.0 22054.0 0.0 32767.0 5.0 32767.0 -3.0 27818.0 -10.0 -28062.0 -13.0 -32031.0 12.0 -32000.0 -2.0 -31969.0 6.0 22091.0 4.0 32767.0 -11.0 32767.0 4.0 27795.0 -2.0 -28038.0 0.0 -32025.0 -3.0 -31994.0 -6.0 -31963.0 -4.0 22032.0 -10.0 32767.0 2.0 32767.0 -7.0 27818.0 3.0 -28063.0 7.0 -32020.0 3.0 -31988.0 6.0 -31957.0 -7.0 22194.0 -2.0 32767.0 -3.0 32767.0 1.0 27839.0 4.0 -28062.0 7.0 -32014.0 4.0 -31983.0 3.0 -31951.0 3.0 22259.0 4.0 32767.0 -3.0 32767.0 12.0 27767.0 12.0 -28024.0 18.0 -32008.0 21.0 -31977.0 -3.0 -31946.0 -3.0 22320.0
4.0 32767.0 2.0 32767.0 -7.0 27815.0 4.0 -28001.0 -11.0 -32003.0 2.0 -31971.0 -7.0 -31940.0 5.0 22541.0 -8.0 32767.0 5.0 32767.0 -15.0 27758.0 -1.0 -28023.0 -12.0 -31997.0 0.0 -31966.0 -18.0 -31935.0 -8.0 22590.0 -9.0 32767.0 -3.0 32767.0 3.0 27658.0 1.0 -28047.0 -8.0 -31992.0 -25.0 -31961.0 5.0 -31930.0 4.0 22647.0 8.0 32767.0 -8.0 32767.0 -12.0 27657.0 4.0 -28026.0 3.0 -31987.0 -4.0 -31956.0 -12.0 -31925.0 3.0 22781.0 1.0 32767.0 -1.0 32767.0 -7.0 27522.0 5.0 -28061.0 1.0 -31982.0 10.0 -31951.0 2.0 -31920.0 -2.0 22848.0 1.0 32767.0 3.0 32767.0 -3.0 27536.0 13.0 -27999.0 1.0 -31977.0 17.0 -31946.0 -3.0 -31915.0 1.0 22940.0 -3.0 32767.0 0.0 32767.0 -4.0 27515.0 -2.0 -27993.0 7.0 -31972.0 3.0 -31941.0 17.0 -31910.0 8.0 23080.0 10.0 32767.0 1.0 32767.0 6.0 27506.0 1.0 -27917.0 2.0 -31968.0 -8.0 -31937.0 -4.0 -31906.0 0.0 23087.0 5.0 32767.0 3.0 32767.0 6.0 27519.0 -1.0 -27874.0 6.0 -31964.0 -11.0 -31932.0 8.0 -31901.0 -4.0 23069.0 6.0 32767.0 -13.0 32767.0 -5.0 27482.0 3.0 -27868.0 6.0 -31959.0 1.0 -31928.0 -13.0 -31873.0 -7.0 23129.0 5.0 32767.0 1.0 32767.0 -3.0 27492.0 -6.0 -27797.0 9.0 -31955.0 -12.0 -31924.0 -10.0 -31815.0 -11.0 23152.0 -3.0 32767.0 8.0 32767.0 -1.0 27518.0 11.0 -27739.0 0.0 -31951.0 10.0 -31920.0 19.0 -31776.0 3.0 23199.0 -12.0 32767.0 -7.0 32767.0 -4.0 27559.0 2.0 -27689.0 6.0 -31947.0 11.0 -31916.0 -1.0 -31700.0 -4.0 23325.0 -1.0 32767.0 -14.0 32767.0 -6.0 27602.0 12.0 -27649.0 -8.0 -31944.0 7.0 -31912.0 11.0 -31652.0 -1.0 23344.0 8.0 32767.0 4.0 32767.0 1.0 27647.0 4.0 -27606.0 8.0 -31940.0 4.0 -31909.0 -1.0 -31661.0 1.0 23355.0 -12.0 32767.0 -5.0 32767.0 -4.0 27661.0 -13.0 -27603.0 1.0 -31937.0 1.0 -31906.0 -2.0 -31617.0 -6.0 23451.0
0.0 32767.0 -9.0 32767.0 -2.0 27687.0 0.0 -27611.0 0.0 -31933.0 8.0 -31902.0 -1.0 -31581.0 7.0 23453.0 -7.0 32767.0 -8.0 32767.0 -5.0 27712.0 2.0 -27571.0 1.0 -31930.0 -10.0 -31899.0 -1.0 -31571.0 1.0 23565.0 0.0 32767.0 4.0 32767.0 5.0 27764.0 -15.0 -27589.0 -10.0 -31927.0 -2.0 -31896.0 2.0 -31508.0 -13.0 23724.0 -15.0 32767.0 -3.0 32767.0 -4.0 27796.0 -3.0 -27538.0 0.0 -31925.0 -3.0 -31893.0 -11.0 -31434.0 -15.0 23823.0 3.0 32767.0 -2.0 32767.0 1.0 27879.0 0.0 -27526.0 1.0 -31922.0 -6.0 -31891.0 -1.0 -31432.0 2.0 23883.0 -9.0 32767.0 -15.0 32767.0 1.0 27864.0 -5.0 -27565.0 -8.0 -31919.0 -1.0 -31888.0 -18.0 -31393.0 -7.0 23943.0 1.0 32767.0 -20.0 32767.0 -4.0 27805.0 0.0 -27602.0 -14.0 -31917.0 -8.0 -31886.0 -8.0 -31361.0 -11.0 24007.0 -7.0 32767.0 -17.0 32767.0 -6.0 27881.0 5.0 -27566.0 -7.0 -31915.0 3.0 -31883.0 4.0 -31306.0 -1.0 24112.0 7.0 32767.0 1.0 32767.0 -11.0 27847.0 -1.0 -27607.0 -9.0 -31912.0 1.0 -31881.0 2.0 -31242.0 -4.0 24221.0 0.0 32767.0 -10.0 32767.0 1.0 27895.0 -8.0 -27523.0 0.0 -31910.0 -9.0 -31879.0 -2.0 -31195.0 -8.0 24250.0 -14.0 32767.0 -9.0 32767.0 9.0 28017.0 5.0 -27463.0 3.0 -31909.0 -10.0 -31878.0 -2.0 -31157.0 -7.0 24390.0 -14.0 32767.0 15.0 32767.0 -12.0 27995.0 -18.0 -27502.0 -5.0 -31907.0 18.0 -31876.0 -8.0 -31084.0 -14.0 24455.0 9.0 32767.0 -11.0 32767.0 -2.0 28008.0 3.0 -27440.0 -4.0 -31906.0 4.0 -31874.0 1.0 -31077.0 -7.0 24440.0 -1.0 32767.0 -3.0 32767.0 15.0 28146.0 -1.0 -27398.0 -7.0 -31904.0 9.0 -31873.0 -11.0 -31047.0 -1.0 24561.0 -1.0 32767.0 1.0 32767.0 -10.0 28129.0 -10.0 -27384.0 -1.0 -31903.0 1.0 -31872.0 0.0 -30986.0 5.0 24603.0 3.0 32767.0 1.0 32767.0 -6.0 28256.0 1.0 -27269.0 -1.0 -31902.0 -1.0 -31871.0 10.0 -30948.0 0.0 24701.0
0.0 32767.0 7.0 32767.0 0.0 28366.0 9.0 -27216.0 -8.0 -31901.0 4.0 -31870.0 -2.0 -30876.0 -3.0 24844.0 2.0 32767.0 2.0 32767.0 -1.0 28375.0 3.0 -27195.0 3.0 -31901.0 5.0 -31870.0 10.0 -30835.0 -4.0 24850.0 7.0 32767.0 -2.0 32767.0 10.0 28411.0 -4.0 -27108.0 17.0 -31901.0 -5.0 -31870.0 -10.0 -30839.0 -3.0 24836.0 -11.0 32767.0 -4.0 32767.0 -6.0 28488.0 -11.0 -27096.0 -6.0 -31900.0 -1.0 -31869.0 3.0 -30751.0 -1.0 24902.0 -2.0 32767.0 -5.0 32767.0 -5.0 28493.0 -3.0 -27024.0 5.0 -31900.0 -3.0 -31869.0 -20.0 -30662.0 5.0 24978.0 -8.0 32767.0 -7.0 32767.0 -1.0 28526.0 -10.0 -26921.0 2.0 -31901.0 -5.0 -31869.0 1.0 -30589.0 -4.0 25031.0 -14.0 32767.0 -2.0 32767.0 -13.0 28654.0 -1.0 -26855.0 2.0 -31901.0 -5.0 -31870.0 -6.0 -30465.0 -10.0 25234.0 -32.0 32767.0 -6.0 32767.0 6.0 28633.0 1.0 -26754.0 -15.0 -31902.0 10.0 -31871.0 -10.0 -30379.0 3.0 25196.0 -6.0 32767.0 5.0 32767.0 -12.0 28750.0 -6.0 -26638.0 -15.0 -31903.0 -10.0 -31872.0 7.0 -30387.0 0.0 25260.0 -4.0 32767.0 2.0 32767.0 4.0 28747.0 3.0 -26649.0 0.0 -31904.0 -4.0 -31873.0 3.0 -30257.0 -2.0 25423.0 -10.0 32767.0 -13.0 32767.0 2.0 28773.0 -1.0 -26575.0 18.0 -31905.0 1.0 -31874.0 -5.0 -30194.0 1.0 25414.0 -5.0 32767.0 6.0 32767.0 -9.0 28892.0 2.0 -26431.0 -4.0 -31907.0 6.0 -31876.0 12.0 -30143.0 9.0 25535.0 12.0 32767.0 7.0 32767.0 -3.0 28894.0 -1.0 -26433.0 -2.0 -31909.0 4.0 -31878.0 6.0 -30009.0 -10.0 25641.0 -7.0 32767.0 -7.0 32767.0 -2.0 28936.0 -2.0 -26304.0 -5.0 -31911.0 8.0 -31880.0 -14.0 -29880.0 -2.0 25638.0 2.0 32767.0 1.0 32767.0 -5.0 29024.0 -17.0 -26187.0 1.0 -31913.0 8.0 -31882.0 0.0 -29833.0 3.0 25769.0 3.0 32767.0 -2.0 32767.0 3.0 29073.0 0.0 -26142.0 -13.0 -31916.0 -2.0 -31885.0 6.0 -29728.0 -3.0 25873.0
