1086321664,0,-1068892160
1086319616,0,-1068761088
1086323302,0,-1068498944
1086314250,1030792151,-1069820150
1086311424,0,-1069547520
1086320640,0,-1069023232
1086312448,0,-1069416448
1086315970,0,-1069023232
1086318305,-1202590843,-1068661474
1086322688,0,-1069547520
1086325760,0,-1068498944
1086310400,0,-1069154304
1086314700,0,-1068761088
1086317690,-1030792151,-1069143819
1086314496,0,-1068630016
1086323712,0,-1068630016
1086315520,0,-1068761088
1086321827,0,-1069809664
1086314823,-2061584302,-1069395477
1086316544,0,-1069154304
1086311424,0,-1068761088
1086325760,0,-1069154304
1086325166,0,-1069023232
1086321582,0,-1069023232
1086323712,171798692,-1069112361
1086319616,0,-1069023232
1086308352,0,-1069285376
1086320640,0,-1069547520
1086313431,171798692,-1069767721
1086315520,0,-1069285376
1086322688,0,-1068761088
1086314496,0,-1068892160
1086314168,0,-1069285376
1086318387,-1030792151,-1069537035
1086323712,0,-1068630016
1086325760,0,-1068630016
1086314496,0,-1069809664
1086312816,0,-1069154304
1086322647,-1030792151,-1069799179
1086319616,0,-1068892160
1086325248,0,-1069023232
1086313472,0,-1068892160
1086317649,0,-1068761088
1086321745,1546188227,-1068907889
1086307328,0,-1068761088
1086318592,0,-1069023232
1086319616,0,-1069154304
1086322278,0,-1069547520
1086320435,2061584302,-1068519916
1086321664,0,-1068761088
1086324736,0,-1069023232
1086327296,0,-1069023232
1086325432,0,-1069285376
1086322442,-858993459,-1068446516
1086310400,0,-1069023232
1086326784,0,-1069154304
1086318592,0,-1068761088
1086318714,0,-1069023232
1086306836,1546188227,-1069432177
1086315520,0,-1068892160
1086322688,0,-1069023232
1086317568,0,-1069154304
1086326599,0,-1068630016
1086323752,515396076,-1069159547
1086323712,0,-1069285376
1086328832,0,-1068630016
1086312448,0,-1068630016
1086325186,0,-1069023232
1086319656,0,-1069023232
1086321664,-687194767,-1070239581
1086325760,0,-1069154304
1086317568,0,-1069154304
1086325391,0,-1068892160
1086319452,-1030792151,-1068881675
1086324736,0,-1068892160
1086318592,0,-1069285376
1086308352,0,-1069285376
1086325698,0,-1068892160
1086315765,1546188227,-1068907889
1086313472,0,-1069154304
1086322688,0,-1068630016
1086313472,0,-1068892160
1086325719,0,-1068433408
1086320107,-1030792151,-1069143819
1086321664,0,-1069285376
1086326784,0,-1070071808
1086319616,0,-1069809664
1086321868,0,-1068761088
1086312611,-515396076,-1069411206
1086318592,0,-1069416448
1086319616,0,-1068498944
1086325760,0,-1069416448
1086327132,0,-1069154304
1086311997,-1202590843,-1069054690
1086320640,0,-1069023232
1086328320,0,-1069023232
1086321664,0,-1069285376
1086325719,0,-1069154304
1086315765,0,-1069154304
1086319616,0,-1069023232
1086317568,0,-1069416448
1086326784,0,-1069285376
1086312448,0,-1068433408
1086319247,0,-1068892160
1086324531,171798692,-1069505577
1086320640,0,-1069416448
1086331392,0,-1068236800
1086318592,0,-1068761088
1086329098,0,-1070333952
1086313758,-515396076,-1069017990
1086317568,0,-1070071808
1086329344,0,-1068630016
1086325248,0,-1069809664
1086323671,0,-1069547520
1086318551,2061584302,-1069830636
1086313472,0,-1068892160
1086314496,0,-1068892160
1086316544,0,-1069416448
1086317608,0,-1069023232
1086322114,171798692,-1068260393
1086313472,0,-1068630016
1086321664,0,-1068892160
1086314496,0,-1069154304
1086321868,0,-1068761088
1086321623,-1546188227,-1069531792
1086324736,0,-1069809664
1086327296,0,-1068892160
1086309376,0,-1068761088
1086325719,0,-1068630016
1086319370,515396076,-1069028475
1086316544,0,-1069285376
1086325248,0,-1069416448
1086323712,0,-1068433408
1086322728,0,-1069023232
1086322606,1546188227,-1068907889
1086322688,0,-1069547520
1086323712,0,-1068630016
1086326272,0,-1068761088
1086323752,0,-1069416448
1086316584,-171798692,-1068934104
1086319616,0,-1070596096
1086315520,0,-1069809664
1086313472,0,-1069154304
1086321991,0,-1068302336
1086323712,-515396076,-1069280134
1086316544,0,-1069023232
1086326784,0,-1068761088
1086316544,0,-1069154304
1086323793,0,-1069809664
1086312448,515396076,-1069159547
1086319616,0,-1068630016
1086321664,0,-1068367872
1086315520,0,-1069023232
1086328975,0,-1068630016
1086319575,171798692,-1069767721
1086315520,0,-1069023232
1086325760,0,-1069023232
1086327808,0,-1069416448
1086321827,0,-1069023232
1086319411,-343597384,-1068451759
1086315520,0,-1069547520
1086319616,0,-1069285376
1086319616,0,-1069023232
1086318264,0,-1068761088
1086320394,1202590843,-1069516063
1086311424,0,-1069285376
1086326272,0,-1069154304
1086318592,0,-1068761088
1086321909,0,-1069416448
1086315806,1546188227,-1069301105
1086317568,0,-1070596096
1086320640,0,-1068892160
1086321664,0,-1069285376
1086321745,0,-1068892160
1086303764,-515396076,-1068362630
1086319616,0,-1069416448
1086321664,0,-1068498944
1086312448,0,-1069285376
1086316912,0,-1069416448
1086316339,1717986918,-1068603802
1086316544,0,-1069154304
1086326272,0,-1069416448
1086319616,0,-1068761088
1086328135,0,-1068892160
1086321623,-1030792151,-1069405963
1086318592,0,-1070071808
1086325248,0,-1068630016
1086321664,0,-1068761088
1086327726,0,-1068761088
1086316789,858993459,-1068551373
1086318592,0,-1068498944
1086322688,0,-1069023232
1086319616,0,-1068498944
1086328893,0,-1068761088
1086314045,-1202590843,-1069054690
1086320640,0,-1069285376
1086329344,0,-1069023232
1086320640,0,-1068892160
1086320599,0,-1069023232
1086325555,-2061584302,-1068871189
1086319616,0,-1069154304
1086311424,0,-1068892160
1086315520,0,-1069416448
1086322483,0,-1068630016
1086316052,-1202590843,-1068661474
1086308352,0,-1069285376
1086329344,0,-1069547520
1086312448,0,-1070071808
1086322606,0,-1068498944
1086324285,-1717986918,-1069966951
1086317568,0,-1068630016
1086330368,0,-1068761088
1086324736,0,-1070333952
1086330511,0,-1069547520
1086315520,1202590843,-1069516063
1086318592,0,-1069285376
1086318592,0,-1069023232
1086313472,0,-1070071808
1086316748,0,-1068761088
1086311628,-1546188227,-1068876432
1086325248,0,-1069416448
1086330368,0,-1069547520
1086322688,0,-1068761088
1086325964,0,-1069285376
1086317608,171798692,-1070029865
1086322688,0,-1070071808
1086328832,0,-1069547520
1086320640,0,-1068892160
1086323671,0,-1068367872
1086312243,2061584302,-1068519916
1086320640,0,-1069154304
1086322688,0,-1069023232
1086314496,0,-1069285376
1086321664,0,-1068498944
1086312980,0,-1069285376
1086314496,-1546188227,-1069400720
1086330880,0,-1069285376
1086320640,0,-1068761088
1086321868,-515396076,-1069149062
1086320640,0,-1068630016
1086316544,0,-1068367872
1086326272,0,-1068302336
1086321664,0,-1069023232
1086323671,-1202590843,-1069447906
1086326272,0,-1069023232
1086319616,0,-1070071808
1086320640,0,-1069154304
1086325821,0,-1068892160
1086317486,1717986918,-1069521306
1086317568,0,-1069285376
1086318592,0,-1069809664
1086320640,0,-1069285376
1086321786,0,-1068498944
1086314618,-1546188227,-1069007504
1086316544,0,-1069285376
1086324736,0,-1069023232
1086320640,0,-1069416448
1086321827,0,-1068761088
1086316462,-2061584302,-1069264405
1086317568,0,-1069809664
1086318592,0,-1069809664
1086312448,0,-1070071808
1086325248,0,-1069547520
1086321623,343597384,-1069725778
1086318592,0,-1069285376
1086329344,0,-1068302336
1086315520,0,-1069285376
1086318673,0,-1069154304
1086326517,343597384,-1071036498
1086318592,0,-1069285376
1086326784,0,-1069416448
1086309376,0,-1069547520
1086331228,0,-1069023232
1086312652,1717986918,-1069259162
1086324736,0,-1069416448
1086315520,0,-1069809664
1086323712,0,-1068892160
1086325473,0,-1068892160
1086318264,1202590843,-1069516063
1086317568,0,-1068498944
1086317568,0,-1069023232
1086314496,0,-1068630016
1086318551,0,-1068630016
1086325288,-687194767,-1068797789
1086320640,0,-1069285376
1086327808,0,-1069154304
1086319616,0,-1069416448
1086326661,0,-1068630016
1086326005,2061584302,-1069175276
1086315520,0,-1069023232
1086328320,0,-1069023232
1086317568,0,-1069023232
1086326251,0,-1069809664
1086323875,0,-1069154304
1086319616,1717986918,-1068997018
1086328320,0,-1069809664
1086319616,0,-1069154304
1086321786,0,-1069023232
1086324920,-1717986918,-1069049447
1086319616,0,-1069285376
1086319616,0,-1069285376
1086319616,0,-1069285376
1086324797,0,-1068630016
1086325678,1202590843,-1069384991
1086311424,0,-1070333952
1086327808,0,-1068892160
1086306304,0,-1069023232
1086318796,0,-1068498944
1086312693,1546188227,-1069694321
1086323712,0,-1069285376
1086317568,0,-1068630016
1086324736,0,-1070071808
1086320844,0,-1069416448
1086312775,171798692,-1068194857
1086323712,0,-1069285376
1086326272,0,-1069809664
1086323712,0,-1070071808
1086325882,0,-1068761088
1086318387,1546188227,-1068514673
1086318592,0,-1069416448
1086325248,0,-1069416448
1086317568,0,-1069154304
1086325063,0,-1068892160
1086321254,-1030792151,-1069405963
1086322688,0,-1070333952
1086316544,0,-1070333952
1086316544,0,-1069154304
1086325125,0,-1068367872
1086313431,1030792151,-1069033718
1086318592,0,-1068761088
1086326272,0,-1068761088
1086320640,0,-1068892160
1086324899,0,-1069154304
1086311710,-1030792151,-1069274891
1086315520,0,-1069416448
1086322688,0,-1069416448
1086325248,0,-1070071808
1086326210,0,-1068761088
1086319984,-1202590843,-1068923618
1086313472,0,-1069154304
1086325248,0,-1068892160
1086317568,0,-1069023232
1086324531,0,-1068433408
1086311874,-515396076,-1069280134
1086313472,0,-1068433408
1086315520,0,-1068761088
1086314496,0,-1068630016
1086318960,0,-1069154304
1086317445,0,-1069416448
1086324736,-515396076,-1069017990
1086313472,0,-1069285376
1086315520,0,-1068630016
1086320680,0,-1069547520
1086324797,1030792151,-1069558006
1086321664,0,-1070333952
1086326272,0,-1068761088
1086314496,0,-1069154304
1086328872,0,-1069285376
1086313799,1717986918,-1068997018
1086321664,0,-1069285376
1086324736,0,-1069023232
1086314496,0,-1069285376
1086329159,0,-1069154304
1086327336,343597384,-1069987922
1086313472,0,-1069547520
1086316544,0,-1069154304
1086310400,0,-1069154304
1086324756,0,-1069023232
1086318264,-515396076,-1070459782
1086322688,0,-1069154304
1086321664,0,-1068892160
1086320640,0,-1069416448
1086327664,0,-1068498944
1086323179,1717986918,-1069521306
1086317568,0,-1070071808
1086328320,0,-1068433408
1086325760,0,-1069023232
1086329057,0,-1068630016
1086318837,1030792151,-1069295862
1086311424,0,-1068761088
1086326272,0,-1070333952
1086320640,0,-1068761088
1086319779,0,-1069285376
1086315233,-2061584302,-1069788693
1086315520,0,-1069416448
1086319616,0,-1069809664
1086314496,0,-1068761088
1086319697,0,-1068498944
